GEOID,NAME,tot_popE,popm_18t24E,popf_18t24E,pop_3t4E,med_incE,giniE,less_hsE,hs_degE,ba_degE,his_popE,wh_popE,bl_popE,as_popE,rohhE,thhE,hsm_18t24E,hsf_18t24E,es_3t4E,empE,emp_pubtrE,pop_bpE,bp_u18E,pop_o25E,pop_u18E,emp_r25t29E,emp_r30t34E,emp_r35t44E,emp_r45t54E,year,pop_18t24E,wh_per,bl_per,as_per,his_per,emp_r,hs_18t24_per,es_3t4_per,emp_pubtr_per,bp_per,cbp_per,rohh_per,type
4826604,"Forney city, Texas",16793,375,652,730,74718,0.36,434,2225,2649,2743,12131,1285,57,796,5317,184,162,85,7853,68,1313,648,10074,5672,87.9,81.4,81.8,84,2015,1027,0.722384326802835,0.0765199785624963,0.00339427142261657,0.163341868635741,0.83775,0.358325219084713,0.116438356164384,0.00865911116770661,0.0781873399630799,0.114245416078984,0.14970848222682,Place
4826604,"Forney city, Texas",16842,454,620,719,73524,0.3433,426,2407,2497,2790,11536,1934,248,845,5223,159,175,79,7964,58,1523,877,10042,5686,86.9,75.9,85.5,87.3,2016,1074,0.684954280964256,0.114831967699798,0.0147250920318252,0.165657285358033,0.839,0.29608938547486,0.109874826147427,0.00728277247614264,0.0904286901793136,0.154238480478368,0.161784415087115,Place
4826604,"Forney city, Texas",17793,548,749,680,80160,0.3294,553,2515,2830,3011,12166,2054,304,840,5442,258,228,106,8635,52,1217,645,10534,5962,86.5,68.5,84.7,85.6,2017,1297,0.683752037318047,0.115438655651099,0.0170853706513798,0.169223852076659,0.81325,0.397841171935235,0.155882352941176,0.00602200347423277,0.0683976844826617,0.108185172760819,0.154355016538038,Place
4826604,"Forney city, Texas",19366,627,814,700,92851,0.3135,647,2890,3021,3695,12361,2712,305,945,5970,288,346,66,9723,57,1451,729,11646,6279,87.2,75,84.7,86.9,2018,1441,0.638283589796551,0.140039244035939,0.0157492512651038,0.190798306310028,0.8345,0.399722414989591,0.0942857142857143,0.005862388151805,0.074925126510379,0.116101290014334,0.158291457286432,Place
4826604,"Forney city, Texas",21459,667,929,774,102716,0.2966,840,2976,3262,3816,13780,3068,470,971,6549,277,358,56,10861,48,939,310,13037,6826,82.4,81.1,88.1,84.2,2019,1596,0.642154806840953,0.142970315485344,0.0219022321636609,0.177827484971341,0.8395,0.347117794486216,0.0723514211886305,0.00441948255225117,0.0437578638333566,0.0454145912686786,0.148266910978775,Place
4808872,"Blue Ridge city, Texas",1026,56,24,32,43958,0.3628,118,195,40,155,871,0,0,98,327,37,14,0,400,0,120,46,650,296,62.6,41.5,67.5,13.6,2012,80,0.848927875243665,0,0,0.151072124756335,0.463,0.925,0,0,0.116959064327485,0.155405405405405,0.299694189602447,Place
4808872,"Blue Ridge city, Texas",1007,21,28,40,45184,0.3394,81,208,35,111,872,0,0,94,313,9,21,0,370,0,160,59,629,329,69.4,38.1,64.8,24.1,2013,49,0.865938430983118,0,0,0.110228401191658,0.491,0.36734693877551,0,0,0.15888778550149,0.179331306990881,0.300319488817891,Place
4808872,"Blue Ridge city, Texas",1033,25,40,48,44760,0.3731,69,250,31,57,961,0,0,100,339,11,32,0,378,0,148,27,644,324,65.8,41.9,62.6,23.1,2014,65,0.930300096805421,0,0,0.0551790900290416,0.4835,0.338461538461539,0,0,0.143272023233301,0.0833333333333333,0.294985250737463,Place
4808872,"Blue Ridge city, Texas",1138,16,29,41,45368,0.4314,104,249,28,98,1019,0,0,125,367,10,18,0,399,0,157,38,702,391,63.1,70.6,68.6,48,2015,45,0.895430579964851,0,0,0.086115992970123,0.62575,0.444444444444444,0,0,0.137961335676626,0.0971867007672634,0.340599455040872,Place
4808872,"Blue Ridge city, Texas",1005,22,34,44,46103,0.4409,89,239,33,106,864,0,0,114,343,9,14,0,399,0,155,43,623,326,65.6,79.1,70.9,52.7,2016,56,0.859701492537313,0,0,0.10547263681592,0.67075,0.321428571428571,0,0,0.154228855721393,0.131901840490798,0.332361516034985,Place
4808872,"Blue Ridge city, Texas",1026,31,54,62,47917,0.4893,96,214,21,182,815,0,0,121,333,7,36,0,402,0,215,100,564,377,69.4,79.5,72.5,64.4,2017,85,0.794346978557505,0,0,0.177387914230019,0.7145,0.164705882352941,0,0,0.209551656920078,0.26525198938992,0.363363363363363,Place
4808872,"Blue Ridge city, Texas",1012,51,65,47,50179,0.4918,137,167,38,285,717,0,0,132,336,15,31,0,477,0,239,127,553,343,69.6,74,84.6,81.9,2018,116,0.708498023715415,0,0,0.281620553359684,0.77525,0.258620689655172,0,0,0.236166007905138,0.370262390670554,0.392857142857143,Place
4808872,"Blue Ridge city, Texas",834,32,44,38,59792,0.4415,89,125,48,199,615,2,0,108,270,4,23,0,406,0,143,90,450,308,76.1,82.9,91.6,82.8,2019,76,0.737410071942446,0.00239808153477218,0,0.238609112709832,0.8335,0.105263157894737,0,0,0.171462829736211,0.292207792207792,0.4,Place
4813684,"Celina city, Texas",6161,190,217,200,88458,0.417,268,671,1255,1368,4386,225,33,453,2004,95,89,132,3185,58,637,212,3750,2004,87.7,87.6,58.9,42.1,2012,407,0.711897419250122,0.0365200454471677,0.00535627333225126,0.222041876318779,0.69075,0.466830466830467,0.66,0.0182103610675039,0.103392306443759,0.105788423153693,0.226047904191617,Place
4813684,"Celina city, Texas",6387,67,260,212,88789,0.4077,155,862,1230,1331,4729,167,48,447,2098,25,124,121,3290,12,782,229,4030,2030,87.1,81.3,62.3,36.8,2013,327,0.740410208235478,0.0261468608110224,0.00751526538280883,0.208392046344137,0.66875,0.152905198776758,0.570754716981132,0.00364741641337386,0.122436198528261,0.112807881773399,0.213060057197331,Place
4813684,"Celina city, Texas",6558,110,339,226,88500,0.3644,115,862,1417,1354,4794,233,70,453,2108,30,117,95,3412,0,953,341,4090,2019,87,76.5,58.6,32.2,2014,449,0.731015553522415,0.0355291247331504,0.0106739859713327,0.20646538578835,0.63575,0.133630289532294,0.420353982300885,0,0.145318694724001,0.168895492818227,0.214895635673624,Place
4813684,"Celina city, Texas",6894,154,344,268,91506,0.3474,78,704,1639,1331,5333,95,91,452,2103,21,129,90,3399,0,816,325,4144,2236,74.6,97,81.8,82.2,2015,498,0.7735712213519,0.0137800986364955,0.0131998839570641,0.193066434580795,0.839,0.0843373493975904,0.335820895522388,0,0.118363794604003,0.145348837209302,0.214931050879696,Place
4813684,"Celina city, Texas",7236,272,273,253,94856,0.3727,44,645,1857,1224,5706,143,92,392,2355,82,67,27,3605,0,592,202,4443,2223,100,95.7,80.9,83.5,2016,545,0.788557213930348,0.0197622996130459,0.0127142067440575,0.169154228855721,0.90025,0.300917431192661,0.106719367588933,0,0.0818131564400221,0.090868196131354,0.166454352441614,Place
4813684,"Celina city, Texas",7910,228,250,279,96139,0.3812,84,725,1747,1705,5842,177,68,494,2458,54,41,0,3973,0,541,165,4899,2533,100,90.1,79,84.7,2017,478,0.738558786346397,0.0223767383059418,0.00859671302149178,0.215549936788875,0.8845,0.225941422594142,0,0,0.0683944374209861,0.0651401500197394,0.200976403580146,Place
4813684,"Celina city, Texas",9354,331,260,462,112176,0.4604,87,688,2355,1798,6951,368,87,627,2865,104,0,0,4828,0,436,162,5732,3031,100,73.4,84.7,91.6,2018,591,0.743104554201411,0.0393414581997007,0.00930083386786401,0.19221723326919,0.87425,0.351945854483926,0,0,0.0466110754757323,0.0534477070273837,0.218848167539267,Place
4813684,"Celina city, Texas",11116,443,250,452,124375,0.435,142,711,2718,1328,8531,995,77,668,3466,122,0,0,5738,0,73,0,6843,3580,100,80.3,88.8,88.6,2019,693,0.767452320978769,0.0895106153292551,0.00692695214105793,0.119467434328895,0.89425,0.352092352092352,0,0,0.00656711047139259,0,0.192729371032891,Place
4841800,"Lavon city, Texas",2496,89,85,106,75417,0.3264,21,449,386,172,1750,488,16,140,833,26,26,13,1250,0,43,0,1560,762,86.9,74.1,58,18.3,2012,174,0.701121794871795,0.195512820512821,0.00641025641025641,0.0689102564102564,0.59325,0.298850574712644,0.122641509433962,0,0.0172275641025641,0,0.168067226890756,Place
4841800,"Lavon city, Texas",2726,70,96,99,69841,0.316,63,429,467,197,1888,510,33,139,900,23,21,12,1338,0,52,0,1684,876,83.1,77.8,56.7,20.8,2013,166,0.692589875275128,0.187087307410125,0.0121056493030081,0.0722670579603815,0.596,0.27710843373494,0.121212121212121,0,0.0190755685986794,0,0.154444444444444,Place
4841800,"Lavon city, Texas",2367,53,67,96,75268,0.2773,58,302,435,192,1626,432,51,120,721,15,22,0,1106,0,21,0,1422,825,80.5,90,54,11.7,2014,120,0.686945500633714,0.182509505703422,0.0215462610899873,0.0811153358681876,0.5905,0.25,0,0,0.00887198986058302,0,0.166435506241332,Place
4841800,"Lavon city, Texas",2507,47,71,89,73654,0.2964,54,304,457,187,1731,398,117,112,770,7,17,10,1160,0,22,0,1477,912,74.8,77.9,81.5,90.7,2015,118,0.690466693258875,0.158755484643,0.046669325887515,0.0745911447945752,0.81225,0.11864406779661,0.112359550561798,0,0.00877542879936179,0,0.145454545454545,Place
4841800,"Lavon city, Texas",2663,53,81,93,75185,0.3002,47,337,473,230,1740,462,128,129,834,10,18,9,1260,0,20,0,1581,948,80.1,78.9,85.7,91.3,2016,134,0.653398422831393,0.173488546751784,0.0480660908749531,0.0863687570409313,0.84,0.149253731343284,0.0967741935483871,0,0.00751032669921142,0,0.154676258992806,Place
4841800,"Lavon city, Texas",2832,68,83,101,81979,0.2918,51,361,503,314,1965,341,135,121,870,26,21,7,1414,6,19,0,1697,984,77.7,80.3,83.7,91.7,2017,151,0.69385593220339,0.120409604519774,0.0476694915254237,0.110875706214689,0.8335,0.344370860927152,0.0693069306930693,0.00424328147100424,0.0067090395480226,0,0.139080459770115,Place
4841800,"Lavon city, Texas",3061,93,103,103,86583,0.2908,20,377,549,366,2077,377,161,126,946,27,21,6,1655,8,34,11,1869,996,84.7,87.5,90.1,94,2018,196,0.678536426004574,0.123162365240118,0.0525971904606338,0.119568768376348,0.89075,0.275510204081633,0.058252427184466,0.00483383685800604,0.0111074812152891,0.0110441767068273,0.133192389006343,Place
4841800,"Lavon city, Texas",3271,80,70,110,89474,0.313,37,381,612,569,2061,423,114,117,1038,37,4,9,1751,7,67,20,2030,1091,90.7,89.6,91,92.2,2019,150,0.630082543564659,0.129318251299297,0.0348517273005197,0.173952919596454,0.90875,0.493333333333333,0.0818181818181818,0.00399771559109081,0.020483032711709,0.0183318056828598,0.11271676300578,Place
4847496,"Melissa city, Texas",4828,194,145,203,84410,0.3444,187,486,960,547,3640,578,0,124,1443,40,2,0,2167,2,291,126,2655,1810,79.1,73.5,48.6,32.7,2012,339,0.753935376967689,0.119718309859155,0,0.113297431648716,0.58475,0.235988200589971,0,0.000922934933087217,0.0602734051367026,0.0696132596685083,0.0859320859320859,Place
4847496,"Melissa city, Texas",5213,268,219,230,90556,0.3324,155,467,1027,473,4016,581,136,104,1522,57,0,0,2494,0,188,88,2822,1865,80.7,73.9,48.6,20.4,2013,487,0.770381737962785,0.11145213888356,0.0260886245923652,0.0907347017072703,0.559,0.234086242299795,0,0,0.0360636869365049,0.0471849865951743,0.0683311432325887,Place
4847496,"Melissa city, Texas",5675,297,350,212,102591,0.333,107,601,1130,723,3911,823,211,175,1671,74,35,0,2877,0,128,52,3107,1887,80.4,77.6,49.3,32.1,2014,647,0.689162995594714,0.145022026431718,0.0371806167400881,0.127400881057269,0.5985,0.228748068006182,0,0,0.0225550660792952,0.0275569687334393,0.104727707959306,Place
4847496,"Melissa city, Texas",6214,325,463,228,116944,0.3487,34,639,1249,549,4247,1019,341,243,1800,90,42,0,3121,0,53,0,3323,2064,100,88.1,77.3,76.9,2015,788,0.683456710653363,0.16398455101384,0.0548760862568394,0.0883488896041197,0.85575,0.228426395939086,0,0,0.0085291277759897,0,0.135,Place
4847496,"Melissa city, Texas",6844,417,435,287,101518,0.3258,50,684,1281,532,4634,1229,394,223,1963,91,57,0,3341,0,58,0,3712,2206,100,86.2,79.8,76.3,2016,852,0.677089421390999,0.179573348918761,0.0575686732904734,0.0777323202805377,0.85575,0.213615023474178,0,0,0.00847457627118644,0,0.113601630157922,Place
4847496,"Melissa city, Texas",7682,268,604,203,104390,0.3475,166,789,1284,899,5635,648,420,274,2231,112,340,0,3871,0,48,0,4516,2294,100,82.8,82.3,92.4,2017,872,0.733532934131737,0.0843530330643062,0.0546732621713096,0.117026815933351,0.89375,0.256880733944954,0,0,0.00624837281957823,0,0.122814881219184,Place
4847496,"Melissa city, Texas",8492,192,594,192,113532,0.3259,173,967,1375,1136,6241,740,292,309,2522,71,417,0,4231,0,25,0,5124,2582,100,79.8,81.6,94.6,2018,786,0.734926990108337,0.0871408384361752,0.0343853038153556,0.133772962788507,0.89,0.180661577608143,0,0,0.00294394724446538,0,0.122521808088818,Place
4847496,"Melissa city, Texas",9487,199,623,216,118348,0.3118,197,1041,1473,1037,7601,467,259,252,2705,58,480,0,4583,0,103,22,5596,3069,100,82.4,86.5,91.7,2019,822,0.801201644355434,0.049225255612944,0.027300516496258,0.109307473384632,0.9015,0.141119221411192,0,0,0.0108569621587435,0.00716845878136201,0.0931608133086876,Place
4838068,"Josephine city, Texas",653,63,9,19,80536,0.2959,29,162,43,60,576,17,0,42,219,34,7,0,334,0,17,10,433,148,64.4,79.6,67.5,71.4,2012,72,0.88208269525268,0.0260336906584992,0,0.0918836140888208,0.70725,0.944444444444444,0,0,0.0260336906584992,0.0675675675675676,0.191780821917808,Place
4838068,"Josephine city, Texas",670,72,17,11,78958,0.3206,38,134,83,70,583,17,0,37,227,49,15,0,312,0,21,10,436,145,66.5,69.5,62,38.9,2013,89,0.870149253731343,0.0253731343283582,0,0.104477611940299,0.59225,1.10112359550562,0,0,0.0313432835820896,0.0689655172413793,0.162995594713656,Place
4838068,"Josephine city, Texas",791,86,21,32,71750,0.3192,54,153,84,100,654,21,4,34,265,57,15,8,386,0,24,10,500,184,81.4,67.9,66.7,34.3,2014,107,0.826801517067004,0.0265486725663717,0.00505689001264223,0.126422250316056,0.62575,1.06542056074766,0.25,0,0.0303413400758534,0.0543478260869565,0.128301886792453,Place
4838068,"Josephine city, Texas",809,77,14,37,70972,0.3262,56,158,97,117,677,0,4,34,265,59,7,7,387,0,29,11,495,223,83.3,95,77.3,64.7,2015,91,0.836835599505563,0,0.00494437577255871,0.144622991347342,0.80075,1.2967032967033,0.189189189189189,0,0.0358467243510507,0.0493273542600897,0.128301886792453,Place
4838068,"Josephine city, Texas",1038,54,24,51,54583,0.3156,49,219,127,173,812,33,6,77,401,29,8,10,525,0,47,17,697,263,84.8,98.3,89.3,66.9,2016,78,0.782273603082852,0.0317919075144509,0.00578034682080925,0.166666666666667,0.84825,0.743589743589744,0.196078431372549,0,0.0452793834296725,0.064638783269962,0.192019950124688,Place
4838068,"Josephine city, Texas",1198,41,24,46,50781,0.3384,69,258,135,186,924,69,6,76,481,18,8,9,585,0,41,6,842,291,86.7,98.9,93.8,74.4,2017,65,0.771285475792988,0.0575959933222037,0.00500834724540902,0.155258764607679,0.8845,0.553846153846154,0.195652173913043,0,0.0342237061769616,0.0206185567010309,0.158004158004158,Place
4838068,"Josephine city, Texas",1243,39,39,38,57167,0.3222,63,326,107,224,892,78,18,72,502,17,0,8,641,0,112,31,878,287,84.9,98.8,93.8,68.5,2018,78,0.717618664521319,0.0627514078841513,0.0144810941271118,0.180209171359614,0.865,0.435897435897436,0.210526315789474,0,0.0901045856798069,0.10801393728223,0.143426294820717,Place
4838068,"Josephine city, Texas",1366,34,70,15,61250,0.3569,47,376,135,201,944,134,12,75,532,15,12,0,741,0,95,30,938,324,83,97.3,100,72.7,2019,104,0.691068814055637,0.0980966325036603,0.00878477306002928,0.14714494875549,0.8825,0.288461538461538,0,0,0.0695461200585652,0.0925925925925926,0.140977443609023,Place
4848858,"Mobile City city, Texas",171,2,4,9,21307,0.424,39,38,3,97,56,12,0,69,75,0,2,2,78,0,57,17,120,45,71.7,47.1,60,11.1,2012,6,0.327485380116959,0.0701754385964912,0,0.567251461988304,0.47475,0,0.222222222222222,0,0.333333333333333,0.377777777777778,0.92,Place
4848858,"Mobile City city, Texas",211,3,11,17,27656,0.384,71,37,3,144,56,11,0,80,85,0,3,4,114,0,47,15,149,48,87,38.9,55,14.3,2013,14,0.265402843601896,0.052132701421801,0,0.682464454976303,0.488,0,0.235294117647059,0,0.222748815165877,0.3125,0.941176470588235,Place
4848858,"Mobile City city, Texas",246,5,16,15,27500,0.4235,70,29,2,189,47,10,0,84,90,0,6,3,123,0,117,64,138,87,84.8,92.9,60,15.4,2014,21,0.191056910569106,0.040650406504065,0,0.768292682926829,0.63275,0,0.2,0,0.475609756097561,0.735632183908046,0.933333333333333,Place
4848858,"Mobile City city, Texas",291,6,14,16,26875,0.3962,90,46,2,207,71,13,0,104,111,0,8,0,140,0,122,58,185,86,90,85.7,89.5,63.6,2015,20,0.243986254295533,0.0446735395189003,0,0.711340206185567,0.822,0,0,0,0.419243986254296,0.674418604651163,0.936936936936937,Place
4848858,"Mobile City city, Texas",224,5,12,13,28636,0.3525,70,35,0,156,56,12,0,81,86,0,7,0,124,0,67,36,146,61,95,95,95,58.6,2016,17,0.25,0.0535714285714286,0,0.696428571428571,0.859,0,0,0,0.299107142857143,0.59016393442623,0.941860465116279,Place
4848858,"Mobile City city, Texas",215,3,12,24,29028,0.3448,60,23,0,166,42,7,0,73,75,0,6,0,99,0,95,60,126,74,88.2,91.7,81.8,45.5,2017,15,0.195348837209302,0.0325581395348837,0,0.772093023255814,0.768,0,0,0,0.441860465116279,0.810810810810811,0.973333333333333,Place
4848858,"Mobile City city, Texas",134,2,6,12,26042,0.4002,17,14,3,95,39,0,0,50,53,0,5,0,54,0,68,40,77,49,63.6,94.1,64.3,54.5,2018,8,0.291044776119403,0,0,0.708955223880597,0.69125,0,0,0,0.507462686567164,0.816326530612245,0.943396226415094,Place
4848858,"Mobile City city, Texas",125,0,7,12,34583,0.3535,12,13,2,81,44,0,0,46,47,0,7,0,50,0,52,32,75,43,71.4,100,77.8,40,2019,7,0.352,0,0,0.648,0.723,0,0,0,0.416,0.744186046511628,0.978723404255319,Place
4845804,"McLendon-Chisholm city, Texas",2190,28,86,61,108002,0.3559,37,390,283,446,1687,5,19,58,703,2,5,0,1071,0,65,22,1445,631,77.3,82.1,72.4,61.8,2012,114,0.770319634703196,0.00228310502283105,0.00867579908675799,0.20365296803653,0.734,0.0350877192982456,0,0,0.0296803652968037,0.03486529318542,0.0825035561877667,Place
4845804,"McLendon-Chisholm city, Texas",2301,21,108,66,109015,0.3363,28,405,379,459,1786,4,24,53,761,0,0,0,1079,0,28,2,1528,644,79.3,82.9,76.2,34.9,2013,129,0.776184267709691,0.00173837461973055,0.0104302477183833,0.199478487614081,0.68325,0,0,0,0.0121686223381139,0.0031055900621118,0.0696452036793693,Place
4845804,"McLendon-Chisholm city, Texas",1801,66,32,45,118750,0.381,37,207,397,164,1494,41,33,56,606,14,0,0,845,0,56,15,1202,501,69.3,75.1,73.3,37.6,2014,98,0.829539144919489,0.022765130483065,0.0183231538034425,0.0910605219322599,0.63825,0.285714285714286,0,0,0.031093836757357,0.029940119760479,0.0924092409240924,Place
4845804,"McLendon-Chisholm city, Texas",1655,63,27,33,110625,0.3792,29,195,373,55,1482,44,27,46,575,19,0,6,774,0,46,12,1157,408,100,79.6,69.5,72.9,2015,90,0.895468277945619,0.0265861027190332,0.0163141993957704,0.0332326283987915,0.805,0.422222222222222,0.181818181818182,0,0.0277945619335347,0.0294117647058824,0.08,Place
4845804,"McLendon-Chisholm city, Texas",2005,67,25,37,111607,0.3961,39,270,461,82,1801,34,31,61,731,29,5,7,937,5,33,7,1469,444,100,77.4,79.1,75.8,2016,92,0.898254364089776,0.0169576059850374,0.0154613466334165,0.0408977556109726,0.83075,0.630434782608696,0.189189189189189,0.00533617929562433,0.0164588528678304,0.0157657657657658,0.0834473324213406,Place
4845804,"McLendon-Chisholm city, Texas",2275,97,33,44,127500,0.4371,42,270,516,158,2035,28,15,73,790,30,6,9,1090,5,43,5,1594,551,100,78.2,77.3,79.1,2017,130,0.894505494505495,0.0123076923076923,0.00659340659340659,0.0694505494505494,0.8365,0.461538461538462,0.204545454545455,0.00458715596330275,0.0189010989010989,0.00907441016333938,0.0924050632911393,Place
4845804,"McLendon-Chisholm city, Texas",2589,126,71,73,131964,0.3791,26,234,651,151,2305,38,47,57,830,59,18,9,1215,4,58,8,1650,742,100,67.7,82.8,78,2018,197,0.890305137118579,0.0146774816531479,0.0181537273078409,0.0583236770954036,0.82125,0.598984771573604,0.123287671232877,0.00329218106995885,0.02240247199691,0.0107816711590297,0.0686746987951807,Place
4845804,"McLendon-Chisholm city, Texas",2912,107,70,83,147542,0.4401,43,248,715,219,2589,20,32,51,949,50,26,13,1352,5,31,0,1862,873,95.8,65.6,81.2,85.4,2019,177,0.88907967032967,0.00686813186813187,0.010989010989011,0.075206043956044,0.82,0.564971751412429,0.156626506024096,0.00369822485207101,0.0106456043956044,0,0.053740779768177,Place
4817648,"Cresson city, Texas",707,28,34,42,67875,0.5302,39,121,99,56,618,24,9,55,263,8,9,4,352,0,104,50,454,191,81.5,70.4,68.3,6.5,2012,62,0.874115983026874,0.0339462517680339,0.0127298444130127,0.0792079207920792,0.56675,0.258064516129032,0.0952380952380952,0,0.147100424328147,0.261780104712042,0.209125475285171,Place
4817648,"Cresson city, Texas",655,37,33,15,67778,0.5335,32,140,102,54,590,0,11,52,272,19,8,0,343,0,93,36,465,120,76.5,73.6,68,12.8,2013,70,0.900763358778626,0,0.016793893129771,0.0824427480916031,0.57725,0.542857142857143,0,0,0.141984732824427,0.3,0.191176470588235,Place
4817648,"Cresson city, Texas",733,35,42,9,70060,0.5555,39,161,107,72,645,0,16,48,283,17,6,1,395,0,129,47,517,139,70.1,72.9,75.5,20.6,2014,77,0.879945429740791,0,0.0218281036834925,0.0982264665757162,0.59775,0.441558441558442,0.111111111111111,0,0.175989085948158,0.338129496402878,0.169611307420495,Place
4817648,"Cresson city, Texas",785,13,35,5,63750,0.5419,28,189,109,58,707,14,3,38,308,13,4,2,400,0,161,81,580,157,100,90.3,52.6,79.3,2015,48,0.900636942675159,0.0178343949044586,0.00382165605095541,0.0738853503184713,0.8055,0.541666666666667,0.4,0,0.205095541401274,0.515923566878981,0.123376623376623,Place
4817648,"Cresson city, Texas",745,16,29,5,59500,0.4348,44,152,97,83,632,12,2,35,296,16,0,1,374,0,120,69,556,144,100,85.7,47.6,82.2,2016,45,0.848322147651007,0.0161073825503356,0.00268456375838926,0.111409395973154,0.78875,0.711111111111111,0.2,0,0.161073825503356,0.479166666666667,0.118243243243243,Place
4817648,"Cresson city, Texas",764,61,47,10,72000,0.3819,51,116,96,112,619,10,3,29,292,40,13,2,372,0,107,43,549,107,100,85,48.5,81.9,2017,108,0.81020942408377,0.0130890052356021,0.00392670157068063,0.146596858638743,0.7885,0.740740740740741,0.2,0,0.140052356020942,0.401869158878505,0.0993150684931507,Place
4817648,"Cresson city, Texas",864,38,47,12,68472,0.4422,70,125,96,100,729,21,0,23,303,25,25,2,361,0,197,85,605,174,100,85.2,43,80.9,2018,85,0.84375,0.0243055555555556,0,0.115740740740741,0.77275,0.588235294117647,0.166666666666667,0,0.228009259259259,0.488505747126437,0.0759075907590759,Place
4817648,"Cresson city, Texas",986,50,45,8,63839,0.4225,59,180,95,86,859,21,0,63,333,34,26,2,429,0,183,78,716,175,100,77.2,41.5,83.1,2019,95,0.871196754563895,0.0212981744421907,0,0.0872210953346856,0.7545,0.715789473684211,0.25,0,0.185598377281947,0.445714285714286,0.189189189189189,Place
4859748,"Providence Village town, Texas",5219,212,188,387,81833,0.2772,66,348,1494,627,3946,323,189,383,1685,107,52,65,2392,0,217,50,2848,1971,80,80.5,87.7,9.2,2012,400,0.75608354090822,0.0618892508143323,0.0362138340678291,0.120137957463116,0.6435,0.535,0.167958656330749,0,0.0415788465223223,0.0253678335870117,0.227299703264095,Place
