GEOID,NAME,popm_18t24E,popf_18t24E,pop_3t4E,less_hsE,hs_degE,ba_degE,his_popE,wh_popE,bl_popE,as_popE,rohhE,thhE,hsm_18t24E,hsf_18t24E,es_3t4E,empE,emp_pubtrE,pop_o25E,emp_r25t29E,emp_r30t34E,emp_r35t44E,emp_r45t54E,type,tot_popE_2012,tot_popE_2017,tot_popE_2018,tot_popE_2019,med_incE_2012,med_incE_2017,med_incE_2018,med_incE_2019,giniE_2012,giniE_2017,giniE_2018,giniE_2019,pop_u18E_2012,pop_u18E_2017,pop_u18E_2018,pop_u18E_2019,pop_bpE_2012,pop_bpE_2017,pop_bpE_2018,pop_bpE_2019,bp_u18E_2012,bp_u18E_2017,bp_u18E_2018,bp_u18E_2019,bp_per_2012,bp_per_2017,bp_per_2018,bp_per_2019,cbp_per_2012,cbp_per_2017,cbp_per_2018,cbp_per_2019,rohh_per_2012,rohh_per_2017,rohh_per_2018,rohh_per_2019,emp_pubtr_per_2012,emp_pubtr_per_2017,emp_pubtr_per_2018,emp_pubtr_per_2019,es_3t4_per_2012,es_3t4_per_2017,es_3t4_per_2018,es_3t4_per_2019,hs_18t24_per_2012,hs_18t24_per_2017,hs_18t24_per_2018,hs_18t24_per_2019,emp_r_2012,emp_r_2017,emp_r_2018,emp_r_2019,his_per_2012,his_per_2017,his_per_2018,his_per_2019,as_per_2012,as_per_2017,as_per_2018,as_per_2019,bl_per_2012,bl_per_2017,bl_per_2018,bl_per_2019,wh_per_2012,wh_per_2017,wh_per_2018,wh_per_2019,pop_18t24E_2012,pop_18t24E_2017,pop_18t24E_2018,pop_18t24E_2019
76028,ZCTA5 76028,2280,2100,2166,2172,8864,8680,6738,50770,1592,344,4125,21399,1012,800,170,29025,170,39304,80.9,84.1,64.9,23.3,Zip,60235,,,,72941,,,,0.3852,,,,16302,,,,3864,,,,1445,,,,0.0641487507263219,,,,0.0886394307446939,,,,0.192766017103603,,,,0.00585701981050818,,,,0.0784856879039705,,,,0.462100456621005,,,,0.633,,,,0.111861874325558,,,,0.00571096538557317,,,,0.0264298165518386,,,,0.842865443678924,,,,4380,,,
76031,ZCTA5 76031,804,783,645,2062,2964,895,3412,11748,892,80,1513,5547,324,306,54,6348,7,10684,61.4,71.5,61.2,20.2,Zip,16360,,,,47230,,,,0.3846,,,,3899,,,,2200,,,,889,,,,0.134474327628362,,,,0.228007181328546,,,,0.272760050477736,,,,0.00110270951480781,,,,0.0837209302325582,,,,0.408317580340265,,,,0.53575,,,,0.208557457212714,,,,0.00488997555012225,,,,0.0545232273838631,,,,0.718092909535452,,,,1587,,,
76033,ZCTA5 76033,1308,1141,844,2077,4088,2185,4330,18787,373,123,3350,9115,672,539,60,10693,75,15760,73.6,73.2,64.6,27.2,Zip,24303,,,,52438,,,,0.4107,,,,6066,,,,3161,,,,1095,,,,0.130066246965395,,,,0.180514342235411,,,,0.367526055951728,,,,0.00701393434957449,,,,0.0710900473933649,,,,0.548795426704777,,,,0.5965,,,,0.178167304448011,,,,0.00506110356746081,,,,0.0153478994362836,,,,0.773032135950294,,,,2449,,,
76034,ZCTA5 76034,817,695,369,126,1020,8932,1729,18344,439,2197,333,7948,272,151,44,11483,47,15416,76.2,78.7,66.3,33.5,Zip,23040,,,,157675,,,,0.4251,,,,6094,,,,372,,,,108,,,,0.0161458333333333,,,,0.0177223498523138,,,,0.041897332662305,,,,0.00409300705390577,,,,0.119241192411924,,,,0.35978835978836,,,,0.63675,,,,0.0750434027777778,,,,0.0953559027777778,,,,0.0190538194444444,,,,0.796180555555556,,,,1512,,,
76035,ZCTA5 76035,28,34,105,39,185,283,87,1273,24,9,91,535,8,9,27,712,0,943,88,73.6,56.6,34.4,Zip,1403,,,,90536,,,,0.5004,,,,374,,,,104,,,,50,,,,0.0741268709907341,,,,0.133689839572193,,,,0.170093457943925,,,,0,,,,0.257142857142857,,,,0.258064516129032,,,,0.6315,,,,0.0620099786172488,,,,0.00641482537419815,,,,0.0171062009978617,,,,0.907341411261582,,,,62,,,
76036,ZCTA5 76036,982,995,654,823,3155,2572,3473,14312,3092,153,2273,7542,263,250,29,10295,25,13464,81.5,86.1,64.2,17.3,Zip,21682,,,,66209,,,,0.361,,,,6117,,,,2119,,,,932,,,,0.0977308366386865,,,,0.152362269086153,,,,0.301378944577035,,,,0.00242836328314716,,,,0.0443425076452599,,,,0.266059686393526,,,,0.62275,,,,0.160178950281339,,,,0.00705654459920672,,,,0.142606770593119,,,,0.660086707868278,,,,1977,,,
76039,ZCTA5 76039,1299,1931,856,1649,3570,7572,5377,18679,3472,2832,8148,14194,462,470,30,18413,41,21737,80.2,83.5,71.9,37.9,Zip,32396,,,,59359,,,,0.3958,,,,7342,,,,2459,,,,787,,,,0.0759044326460057,,,,0.107191500953419,,,,0.574045371283641,,,,0.00222668766632271,,,,0.0350467289719626,,,,0.286068111455108,,,,0.68375,,,,0.16597728114582,,,,0.0874181997777503,,,,0.107173725151253,,,,0.57658352883072,,,,3230,,,
76040,ZCTA5 76040,1553,1544,860,2024,4366,4084,6294,13302,5218,3046,6550,11531,525,420,26,15064,142,18399,78.2,82.1,70.5,26.9,Zip,28914,,,,45375,,,,0.4328,,,,7217,,,,4577,,,,1757,,,,0.158297018745245,,,,0.24345295829292,,,,0.568033995316972,,,,0.00942644715878917,,,,0.0302325581395349,,,,0.339037778495318,,,,0.64425,,,,0.217680016600955,,,,0.105346890779553,,,,0.180466210140416,,,,0.460053953102303,,,,3097,,,
76041,ZCTA5 76041,0,9,24,0,67,3,8,272,0,0,33,100,0,0,0,119,12,185,89.9,50,100,23.4,Zip,280,,,,55833,,,,0.3087,,,,86,,,,21,,,,11,,,,0.075,,,,0.127906976744186,,,,0.33,,,,0.100840336134454,,,,0,,,,0,,,,0.65825,,,,0.0285714285714286,,,,0,,,,0,,,,0.971428571428571,,,,9,,,
76044,ZCTA5 76044,192,143,154,244,734,350,665,3100,54,0,276,1356,140,66,18,1523,0,2472,73.5,67.8,54.8,18.2,Zip,3908,,,,54714,,,,0.4735,,,,1101,,,,323,,,,117,,,,0.0826509723643808,,,,0.106267029972752,,,,0.20353982300885,,,,0,,,,0.116883116883117,,,,0.835820895522388,,,,0.53575,,,,0.170163766632549,,,,0,,,,0.0138178096212897,,,,0.79324462640737,,,,335,,,
76049,ZCTA5 76049,653,706,440,1260,3448,3472,1686,22787,84,91,1764,10316,296,192,0,10782,70,18720,74.2,79.6,60.1,20.2,Zip,25069,,,,64087,,,,0.437,,,,4950,,,,2618,,,,752,,,,0.104431768319438,,,,0.151919191919192,,,,0.170996510275301,,,,0.00649230198478947,,,,0,,,,0.435614422369389,,,,0.58525,,,,0.0672543779169492,,,,0.00362998125174518,,,,0.00335075192468786,,,,0.908971239379313,,,,1359,,,
76050,ZCTA5 76050,200,182,121,385,998,604,677,5075,82,16,453,2174,15,39,0,2772,0,4103,73.8,68.8,72.6,29.1,Zip,5912,,,,61086,,,,0.442,,,,1427,,,,382,,,,171,,,,0.0646143437077131,,,,0.119831814996496,,,,0.208371665133395,,,,0,,,,0,,,,0.0785340314136126,,,,0.61075,,,,0.114512855209743,,,,0.0027063599458728,,,,0.0138700947225981,,,,0.858423545331529,,,,382,,,
76051,ZCTA5 76051,2369,1762,1168,1742,4528,12709,9051,33220,730,1836,7584,18227,870,449,51,25267,68,30497,80.1,84.4,73.9,33.2,Zip,46496,,,,73489,,,,0.4195,,,,11831,,,,5198,,,,2303,,,,0.111794562973159,,,,0.194658101597498,,,,0.416086026224831,,,,0.00269125737127479,,,,0.0436643835616438,,,,0.421205519244735,,,,0.679,,,,0.194661906400551,,,,0.0394872677219546,,,,0.0157002752924983,,,,0.714470061940812,,,,4131,,,
76052,ZCTA5 76052,257,175,466,772,2058,3029,1969,13068,552,191,628,5202,94,82,33,7955,15,10235,82,89.1,72,23.8,Zip,15990,,,,88051,,,,0.2959,,,,5313,,,,697,,,,323,,,,0.0435897435897436,,,,0.0607942781855825,,,,0.120722798923491,,,,0.00188560653676933,,,,0.0708154506437768,,,,0.435185185185185,,,,0.66725,,,,0.123139462163852,,,,0.0119449656035022,,,,0.0345215759849906,,,,0.817260787992495,,,,432,,,
76053,ZCTA5 76053,1139,1242,741,2713,4261,3175,7459,18010,2012,621,4215,10883,496,281,48,12978,172,18616,77.4,77.6,60.9,20.1,Zip,28663,,,,45274,,,,0.4115,,,,7641,,,,4872,,,,2123,,,,0.169975229389806,,,,0.277843214238974,,,,0.38730129559864,,,,0.0132531977192171,,,,0.0647773279352227,,,,0.416631667366653,,,,0.59,,,,0.260230959773925,,,,0.0216655618741932,,,,0.0701950249450511,,,,0.628336182534975,,,,2381,,,
76054,ZCTA5 76054,402,387,187,135,740,3164,567,9367,567,458,331,4449,95,90,0,6089,30,8507,85.4,89.1,68.8,28.7,Zip,11222,,,,98135,,,,0.3785,,,,1892,,,,446,,,,107,,,,0.0397433612546783,,,,0.056553911205074,,,,0.0743987412901776,,,,0.00492691739201839,,,,0,,,,0.240811153358682,,,,0.68,,,,0.0505257529852076,,,,0.0408126893601854,,,,0.0505257529852076,,,,0.834699697023704,,,,789,,,
76055,ZCTA5 76055,71,179,155,377,432,139,578,2053,363,12,293,1145,33,21,13,1181,0,1999,68.1,59.5,65.7,34.3,Zip,3224,,,,39219,,,,0.4277,,,,939,,,,674,,,,228,,,,0.209057071960298,,,,0.242811501597444,,,,0.25589519650655,,,,0,,,,0.0838709677419355,,,,0.264,,,,0.569,,,,0.179280397022333,,,,0.00372208436724566,,,,0.112593052109181,,,,0.636786600496278,,,,250,,,
76058,ZCTA5 76058,686,561,612,2202,3151,943,3250,14347,221,58,1240,5795,230,311,98,7406,0,10945,68.9,71.1,66.5,23.7,Zip,18491,,,,51503,,,,0.4001,,,,6040,,,,2376,,,,1128,,,,0.12849494348602,,,,0.186754966887417,,,,0.21397756686799,,,,0,,,,0.160130718954248,,,,0.368885324779471,,,,0.5755,,,,0.175761181115137,,,,0.00313666107836245,,,,0.0119517603158293,,,,0.775890973987345,,,,1247,,,
76059,ZCTA5 76059,331,353,296,457,500,359,2483,2240,187,165,723,1531,136,120,0,1902,14,2984,63.4,73.2,73,30.9,Zip,5187,,,,27345,,,,0.4768,,,,1492,,,,1542,,,,686,,,,0.297281665702718,,,,0.459785522788204,,,,0.472240365774004,,,,0.00736067297581493,,,,0,,,,0.39766081871345,,,,0.60125,,,,0.478696741854637,,,,0.0318102949681897,,,,0.036051667630615,,,,0.431848852901484,,,,684,,,
76060,ZCTA5 76060,241,253,200,510,961,895,375,5670,503,272,774,2343,54,118,0,3414,0,4652,80.8,80.9,63.8,35.2,Zip,6993,,,,68021,,,,0.4209,,,,1847,,,,569,,,,167,,,,0.0813670813670814,,,,0.0904168922577152,,,,0.330345710627401,,,,0,,,,0,,,,0.218623481781377,,,,0.65175,,,,0.0536250536250536,,,,0.0388960388960389,,,,0.0719290719290719,,,,0.810810810810811,,,,494,,,
76061,ZCTA5 76061,0,0,0,0,0,0,0,137,0,0,0,68,0,0,0,0,0,137,,,,0,Zip,137,,,,53111,,,,0.0977,,,,0,,,,0,,,,0,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,1,,,,0,,,
76063,ZCTA5 76063,2357,2465,1833,2489,6249,12764,9577,39067,7966,2423,3823,19716,856,673,121,29368,21,36735,82.1,81.6,64,28.2,Zip,60686,,,,90179,,,,0.4007,,,,19033,,,,4560,,,,1921,,,,0.0751408891671885,,,,0.100929963747176,,,,0.193903428687361,,,,0.000715064015254699,,,,0.066012002182215,,,,0.355039402737453,,,,0.63975,,,,0.157812345516264,,,,0.039926836502653,,,,0.131265860330224,,,,0.643756385327753,,,,4822,,,
76064,ZCTA5 76064,39,56,21,131,222,205,197,1225,76,0,146,487,0,8,8,677,10,893,79.8,94.9,43.7,26.9,Zip,1558,,,,61823,,,,0.345,,,,559,,,,64,,,,32,,,,0.0410783055198973,,,,0.0572450805008945,,,,0.299794661190965,,,,0.0147710487444609,,,,0.380952380952381,,,,0,,,,0.61325,,,,0.126444159178434,,,,0,,,,0.0487804878048781,,,,0.786264441591784,,,,95,,,
76065,ZCTA5 76065,1090,929,1001,1005,3673,4498,3366,23095,1208,107,1579,9476,406,443,155,14044,49,17679,84.8,82.8,69.8,26.4,Zip,28110,,,,82450,,,,0.3673,,,,8250,,,,1566,,,,770,,,,0.055709711846318,,,,0.0933333333333333,,,,0.166631490080203,,,,0.00348903446311592,,,,0.154845154845155,,,,0.402179296681526,,,,0.6595,,,,0.11974386339381,,,,0.00380647456421202,,,,0.0429740305940946,,,,0.82159373888296,,,,2019,,,
76070,ZCTA5 76070,0,7,0,91,68,76,0,628,0,0,12,301,0,7,0,371,0,496,100,84.1,45.7,52.2,Zip,628,,,,52292,,,,0.3366,,,,125,,,,30,,,,0,,,,0.0477707006369427,,,,0,,,,0.0398671096345515,,,,0,,,,,,,,0,,,,0.705,,,,0,,,,0,,,,0,,,,1,,,,7,,,
76071,ZCTA5 76071,103,224,141,231,893,148,389,2930,0,10,326,1164,39,124,0,1471,0,2311,66.8,75.5,56,29.9,Zip,3450,,,,55400,,,,0.4042,,,,783,,,,310,,,,79,,,,0.0898550724637681,,,,0.100893997445722,,,,0.280068728522337,,,,0,,,,0,,,,0.238532110091743,,,,0.5705,,,,0.112753623188406,,,,0.00289855072463768,,,,0,,,,0.849275362318841,,,,327,,,
76078,ZCTA5 76078,396,440,433,809,1476,615,1915,6572,70,15,479,2719,168,134,78,3990,0,5312,77.1,73.2,59.3,34.6,Zip,8822,,,,60669,,,,0.3548,,,,2598,,,,734,,,,270,,,,0.0832010881886194,,,,0.103926096997691,,,,0.17616770871644,,,,0,,,,0.18013856812933,,,,0.401913875598086,,,,0.6105,,,,0.217070958966221,,,,0.00170029471775108,,,,0.00793470868283836,,,,0.744955792337338,,,,836,,,
76084,ZCTA5 76084,488,317,198,1080,1868,459,1807,5116,587,411,593,2295,196,88,34,3000,0,5427,55.7,54.9,38.9,22.5,Zip,8398,,,,57520,,,,0.3864,,,,2166,,,,1118,,,,278,,,,0.13312693498452,,,,0.128347183748846,,,,0.25838779956427,,,,0,,,,0.171717171717172,,,,0.486956521739131,,,,0.43,,,,0.215170278637771,,,,0.0489402238628245,,,,0.0698975946653965,,,,0.609192664920219,,,,805,,,
76092,ZCTA5 76092,777,640,587,215,1191,10583,1343,22762,536,1568,492,8279,282,198,76,11584,10,16491,71.3,74.5,65.5,23.3,Zip,26778,,,,181368,,,,0.435,,,,8833,,,,876,,,,265,,,,0.032713421465382,,,,0.0300011321181931,,,,0.0594274670853968,,,,0.000863259668508287,,,,0.129471890971039,,,,0.39802399435427,,,,0.5865,,,,0.0501531107625663,,,,0.0585555306594966,,,,0.0200164313989096,,,,0.850026140861902,,,,1417,,,
76093,ZCTA5 76093,56,127,99,117,540,58,78,2227,36,0,174,853,24,79,14,1118,0,1622,81.4,76,51.6,42.3,Zip,2517,,,,65846,,,,0.363,,,,702,,,,189,,,,83,,,,0.0750893921334923,,,,0.118233618233618,,,,0.203985932004689,,,,0,,,,0.141414141414141,,,,0.262295081967213,,,,0.62825,,,,0.0309892729439809,,,,0,,,,0.0143027413587604,,,,0.884783472387763,,,,183,,,
76102,ZCTA5 76102,613,681,117,895,1350,1419,1849,3951,2368,161,2440,3151,203,253,15,2923,118,5904,50.7,36.2,43.3,24.7,Zip,8438,,,,48954,,,,0.5725,,,,1182,,,,2626,,,,899,,,,0.311211187485186,,,,0.760575296108291,,,,0.774357346874008,,,,0.0403694834074581,,,,0.128205128205128,,,,0.313755795981453,,,,0.38725,,,,0.219127755392273,,,,0.019080350794027,,,,0.280635221616497,,,,0.46823891917516,,,,1294,,,
76103,ZCTA5 76103,1030,669,539,2536,2160,1080,6932,4823,2195,718,2010,4966,297,270,59,6150,131,9271,71.7,68,52.9,18.6,Zip,14863,,,,39121,,,,0.4174,,,,3761,,,,3478,,,,1290,,,,0.234003902307744,,,,0.342993884605158,,,,0.40475231574708,,,,0.0213008130081301,,,,0.109461966604824,,,,0.349617422012949,,,,0.528,,,,0.466393056583462,,,,0.0483078786247729,,,,0.147682163762363,,,,0.324497073269192,,,,1699,,,
76104,ZCTA5 76104,744,615,685,3047,2191,830,6370,1921,7206,101,3344,5531,382,211,130,4871,138,9767,61.3,47.1,46.6,15.3,Zip,15869,,,,21144,,,,0.5168,,,,4600,,,,7123,,,,3161,,,,0.448862562228244,,,,0.687173913043478,,,,0.60459229795697,,,,0.0283309382057072,,,,0.18978102189781,,,,0.562178072111847,,,,0.42575,,,,0.401411557123952,,,,0.00636461024639234,,,,0.454092885500032,,,,0.121053626567522,,,,1359,,,
76105,ZCTA5 76105,1006,1329,1204,5233,2612,385,11731,974,8571,60,2637,6266,149,502,101,6764,259,11392,54.1,61.9,45.9,9.3,Zip,21607,,,,24790,,,,0.4235,,,,7711,,,,8350,,,,3852,,,,0.386448836025362,,,,0.499546102969783,,,,0.420842642834344,,,,0.0382909520993495,,,,0.0838870431893688,,,,0.12762312633833,,,,0.428,,,,0.542925903642338,,,,0.0027768778636553,,,,0.396677002823159,,,,0.045077983986671,,,,2335,,,
76106,ZCTA5 76106,2620,1686,1546,9144,4733,617,29456,4481,2731,44,4330,9525,1173,749,168,12961,168,19640,62.5,59.8,47.7,12.3,Zip,36950,,,,30196,,,,0.4038,,,,12947,,,,11614,,,,5470,,,,0.314316644113667,,,,0.422491696918205,,,,0.454593175853018,,,,0.0129619628115115,,,,0.108667529107374,,,,0.544821179749187,,,,0.45575,,,,0.797185385656292,,,,0.00119079837618403,,,,0.0739106901217862,,,,0.12127198917456,,,,4306,,,
76107,ZCTA5 76107,1056,1091,644,2323,2472,7086,6325,15006,3645,239,5520,12161,338,299,68,13332,273,18212,79.7,75.8,64.1,26.9,Zip,25642,,,,50898,,,,0.563,,,,5244,,,,4174,,,,1429,,,,0.162779814367054,,,,0.272501906941266,,,,0.453910040292739,,,,0.0204770477047705,,,,0.105590062111801,,,,0.314857941313461,,,,0.61625,,,,0.246665626706185,,,,0.00932064581545901,,,,0.142149598315264,,,,0.585211761953046,,,,2147,,,
76108,ZCTA5 76108,1450,1408,1158,2583,6001,5469,8119,25553,2340,863,4343,13899,642,487,203,19044,50,25203,79.3,79.8,67.7,29.2,Zip,37836,,,,60642,,,,0.4186,,,,9700,,,,4377,,,,1735,,,,0.115683476054551,,,,0.178865979381443,,,,0.312468522915318,,,,0.00262549884478051,,,,0.175302245250432,,,,0.44926522043387,,,,0.64,,,,0.214583994079712,,,,0.0228089650068718,,,,0.0618458610846813,,,,0.675362089015752,,,,2858,,,
76109,ZCTA5 76109,1554,2108,341,336,1207,6655,2033,17732,992,503,4693,9702,174,228,13,10459,60,13887,78.9,73.2,66.6,41.4,Zip,21488,,,,59522,,,,0.5784,,,,3932,,,,3725,,,,530,,,,0.173352568875652,,,,0.134791454730417,,,,0.483714698000412,,,,0.00573668610765848,,,,0.0381231671554252,,,,0.0950300382304751,,,,0.65025,,,,0.0946109456440804,,,,0.0234084139985108,,,,0.0461653015636634,,,,0.825204765450484,,,,3662,,,
76110,ZCTA5 76110,2048,1906,1082,6792,3063,3649,21285,9014,1174,250,4149,10215,510,738,217,13151,135,18156,69.5,71.1,58.3,15.9,Zip,31957,,,,37762,,,,0.4855,,,,9761,,,,10490,,,,4657,,,,0.328253590762587,,,,0.477102755865178,,,,0.406167400881057,,,,0.0102653790586267,,,,0.200554528650647,,,,0.257966616084977,,,,0.537,,,,0.666051256375755,,,,0.00782301217260694,,,,0.0367368651625622,,,,0.282066526895516,,,,3954,,,
76111,ZCTA5 76111,1210,916,735,5071,2609,1093,13849,5062,809,898,2166,6538,343,348,87,8982,4,12693,75,64.6,55.4,18.2,Zip,20891,,,,42012,,,,0.4049,,,,6018,,,,4073,,,,1616,,,,0.194964338710449,,,,0.268527750083084,,,,0.331293973692261,,,,0.000445335114673792,,,,0.118367346938776,,,,0.322671683913452,,,,0.533,,,,0.66291704561773,,,,0.0429850174716385,,,,0.0387248097266766,,,,0.242305298932555,,,,2126,,,
76112,ZCTA5 76112,1958,2298,1186,4521,5783,3851,8771,10799,17089,550,7667,15486,725,1079,110,17014,298,24413,71.6,71.5,59.6,33.7,Zip,38016,,,,37518,,,,0.4804,,,,9309,,,,9005,,,,3884,,,,0.236873947811448,,,,0.41723063701794,,,,0.495092341469715,,,,0.0175149876572235,,,,0.0927487352445194,,,,0.340695488721805,,,,0.591,,,,0.230718644781145,,,,0.0144675925925926,,,,0.449521254208754,,,,0.284064604377104,,,,4256,,,
76114,ZCTA5 76114,1283,1020,669,3668,4123,1241,11438,11524,334,313,2820,8647,561,312,98,10354,31,15405,69.1,76.2,52.5,23.5,Zip,24302,,,,37061,,,,0.4008,,,,6455,,,,4914,,,,1987,,,,0.202205579787672,,,,0.307823392718823,,,,0.326124667514745,,,,0.0029940119760479,,,,0.146487294469357,,,,0.487190620929223,,,,0.55325,,,,0.470660850958769,,,,0.012879598386964,,,,0.0137437247963131,,,,0.474199654349436,,,,2303,,,
76115,ZCTA5 76115,1412,1324,951,5228,2056,927,16013,2921,1398,497,2925,5742,595,483,51,7432,120,10738,68.6,61.5,54.4,14.3,Zip,20902,,,,26667,,,,0.4047,,,,7313,,,,8415,,,,4125,,,,0.402593053296335,,,,0.564063995624231,,,,0.509404388714734,,,,0.0161463939720129,,,,0.0536277602523659,,,,0.434941520467836,,,,0.497,,,,0.766098937900679,,,,0.0237776289350301,,,,0.0668835518132236,,,,0.13974739259401,,,,2736,,,
76116,ZCTA5 76116,2828,2428,1550,4193,5960,6884,12707,27285,5701,1048,12786,20922,925,490,181,22118,296,30867,76,73.6,61.4,28.3,Zip,47726,,,,41124,,,,0.4869,,,,11542,,,,9648,,,,3238,,,,0.202153962200897,,,,0.28054063420551,,,,0.6111270433037,,,,0.0133827651686409,,,,0.116774193548387,,,,0.351978691019787,,,,0.59825,,,,0.266249004735364,,,,0.0219586808029166,,,,0.119452709215103,,,,0.571700959644638,,,,5256,,,
76117,ZCTA5 76117,1587,1513,1113,4872,5295,1267,13574,14273,867,1851,4578,10806,595,686,188,13888,42,19082,76.8,77.1,54.2,27.1,Zip,31203,,,,40038,,,,0.3821,,,,8898,,,,6314,,,,2773,,,,0.202352337916226,,,,0.311643065857496,,,,0.423653525818989,,,,0.0030241935483871,,,,0.168912848158131,,,,0.383870967741935,,,,0.588,,,,0.435022273499343,,,,0.0593212191135468,,,,0.0277857898279012,,,,0.457423965644329,,,,3100,,,
76118,ZCTA5 76118,522,532,236,971,2202,1921,2048,9734,1084,832,1215,5123,202,201,41,6969,0,9738,78.6,78.9,64.2,29.2,Zip,14184,,,,62374,,,,0.3646,,,,3392,,,,1132,,,,413,,,,0.0798082346305697,,,,0.121757075471698,,,,0.237165723209057,,,,0,,,,0.173728813559322,,,,0.383301707779886,,,,0.62725,,,,0.1443880428652,,,,0.0586576424139876,,,,0.0764241398759165,,,,0.686266215454033,,,,1054,,,
76119,ZCTA5 76119,2060,2064,1574,6899,7018,1486,16741,4887,18906,894,5913,13076,609,677,168,13968,290,25313,55.9,57.7,50.1,19,Zip,41877,,,,28461,,,,0.4286,,,,12304,,,,13413,,,,5836,,,,0.320295150082384,,,,0.474317295188557,,,,0.452202508412359,,,,0.0207617411225659,,,,0.106734434561626,,,,0.295344325897187,,,,0.45675,,,,0.399765981326265,,,,0.0213482341141916,,,,0.451465004656494,,,,0.116698903932946,,,,4124,,,
76120,ZCTA5 76120,899,970,724,1106,2645,2395,3168,5626,6968,456,4167,6861,228,315,66,8485,182,10043,76.9,77.2,64.8,39.7,Zip,16463,,,,45006,,,,0.4225,,,,4513,,,,2803,,,,1183,,,,0.170260584340643,,,,0.262131619765123,,,,0.607345867949279,,,,0.0214496169711255,,,,0.0911602209944751,,,,0.243980738362761,,,,0.6465,,,,0.192431513089959,,,,0.0276984753690093,,,,0.423252141165037,,,,0.341736014092207,,,,1869,,,
76123,ZCTA5 76123,1050,1168,1357,1315,3641,6236,5221,11171,10562,2276,1758,9262,462,433,99,14020,32,17757,80.9,82.5,65.9,26.2,Zip,30175,,,,81374,,,,0.3354,,,,10108,,,,2455,,,,1076,,,,0.0813587406793703,,,,0.106450336367234,,,,0.189807816886202,,,,0.00228245363766049,,,,0.0729550478997789,,,,0.416591523895401,,,,0.63875,,,,0.173024026512013,,,,0.0754266777133389,,,,0.350024855012428,,,,0.370207125103563,,,,2218,,,
76126,ZCTA5 76126,526,746,383,542,2335,4273,1855,16332,722,408,1224,7623,184,240,48,9482,57,14060,75.8,85.6,68.6,18.4,Zip,19646,,,,75381,,,,0.4036,,,,4168,,,,1077,,,,225,,,,0.0548203196579456,,,,0.0539827255278311,,,,0.160566706021251,,,,0.00601139000210926,,,,0.12532637075718,,,,0.289308176100629,,,,0.621,,,,0.094421256235366,,,,0.0207675862771048,,,,0.0367504835589942,,,,0.831314262445282,,,,1272,,,
76127,ZCTA5 76127,68,96,0,374,581,129,594,709,537,18,88,88,12,29,0,170,0,1762,4.7,4.6,2.3,0,Zip,1968,,,,101939,,,,0.2077,,,,42,,,,0,,,,0,,,,0,,,,0,,,,1,,,,0,,,,,,,,0.146341463414634,,,,0.029,,,,0.301829268292683,,,,0.00914634146341463,,,,0.272865853658537,,,,0.360264227642276,,,,164,,,
76129,ZCTA5 76129,1074,1455,0,0,0,125,380,1904,260,161,0,0,112,187,0,689,0,192,34.4,,,,Zip,2735,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,0,,,,,,,,0.088572558323448,,,,,,,,0.138939670932358,,,,0.0588665447897623,,,,0.0950639853747715,,,,0.696160877513711,,,,2529,,,
76131,ZCTA5 76131,737,1098,1610,1732,3648,5080,8101,14544,3743,1720,2270,9623,225,293,165,14410,51,17670,80.8,75.1,59.9,21,Zip,29512,,,,72894,,,,0.3203,,,,10007,,,,2250,,,,1127,,,,0.0762401734887503,,,,0.112621165184371,,,,0.235893172607295,,,,0.00353920888272033,,,,0.102484472049689,,,,0.245231607629428,,,,0.592,,,,0.274498509081052,,,,0.0582813770669558,,,,0.12682976416373,,,,0.492816481431282,,,,1835,,,
76132,ZCTA5 76132,1128,1775,614,814,2486,6792,3493,15932,3538,1537,8415,12451,332,519,105,12995,155,16812,82.3,74.6,60,29.7,Zip,24978,,,,47974,,,,0.5392,,,,5242,,,,3093,,,,896,,,,0.123828969493154,,,,0.170927127050744,,,,0.675849329371135,,,,0.0119276644863409,,,,0.171009771986971,,,,0.228728901136755,,,,0.6165,,,,0.139843061894467,,,,0.0615341500520458,,,,0.141644647289615,,,,0.637841300344303,,,,2903,,,
76133,ZCTA5 76133,1881,1964,1730,3278,8163,5495,15352,19911,10943,1312,5729,17639,953,714,187,21398,434,30987,76.1,79.5,63.5,22.7,Zip,48069,,,,52546,,,,0.4233,,,,13147,,,,7353,,,,3262,,,,0.152967609061973,,,,0.248117441241348,,,,0.324791654855717,,,,0.0202822693709693,,,,0.108092485549133,,,,0.495708712613784,,,,0.6045,,,,0.319374232873578,,,,0.0272940980673615,,,,0.227651917035928,,,,0.414217062971978,,,,3845,,,
76134,ZCTA5 76134,1108,987,1042,2096,3625,1907,8389,6180,8702,524,2412,7975,531,296,179,9806,105,14572,74,78.6,61.2,17.2,Zip,23985,,,,48946,,,,0.3704,,,,7291,,,,3671,,,,1528,,,,0.153053992078382,,,,0.209573446715128,,,,0.302445141065831,,,,0.0107077299612482,,,,0.171785028790787,,,,0.506921241050119,,,,0.5775,,,,0.349760266833438,,,,0.0218469877006462,,,,0.362810089639358,,,,0.257661038148843,,,,2095,,,
