GEOID,NAME,tot_popE,tot_popM,pop_u18E,pop_u18M,pop_bpE,pop_bpM,bp_u18E,bp_u18M,cbp_perE,cbp_perM,year
48113014406,"Census Tract 144.06, Dallas County, Texas",4101,530,,,10.1,3.5,219,210,24.8,20.4,2015
48113014407,"Census Tract 144.07, Dallas County, Texas",5196,472,,,9.4,3.2,333,185,21.3,11.4,2015
48113014408,"Census Tract 144.08, Dallas County, Texas",4317,500,,,7.9,3.1,305,200,22.4,13.4,2015
48113014501,"Census Tract 145.01, Dallas County, Texas",3518,442,,,12.9,5.1,47,69,5.2,7.8,2015
48113014502,"Census Tract 145.02, Dallas County, Texas",4840,497,,,12.2,3.1,415,217,31.7,14.3,2015
48113014601,"Census Tract 146.01, Dallas County, Texas",2215,255,,,6.1,2.1,162,148,24.7,19,2015
48113014602,"Census Tract 146.02, Dallas County, Texas",4677,416,,,7.1,2.5,458,196,26.9,10.7,2015
48113014603,"Census Tract 146.03, Dallas County, Texas",1694,257,,,11.5,4.3,206,151,46.9,23.9,2015
48113014701,"Census Tract 147.01, Dallas County, Texas",4500,444,,,8.4,2.3,559,238,36.4,11.9,2015
48113014702,"Census Tract 147.02, Dallas County, Texas",3788,400,,,7.8,2.4,731,265,50.6,15.9,2015
48113014703,"Census Tract 147.03, Dallas County, Texas",1851,187,,,6.3,2.4,135,86,23,13.7,2015
48113014901,"Census Tract 149.01, Dallas County, Texas",1644,159,,,13.4,3.2,149,93,23.2,13.7,2015
48113014902,"Census Tract 149.02, Dallas County, Texas",2479,249,,,10.9,3.7,137,135,23.1,18.7,2015
48113015000,"Census Tract 150, Dallas County, Texas",7996,678,,,8.4,3.3,1183,472,42.4,13.7,2015
48113015100,"Census Tract 151, Dallas County, Texas",6761,425,,,8.1,2.5,627,424,30.4,16.7,2015
48113015202,"Census Tract 152.02, Dallas County, Texas",3832,504,,,12.2,4.6,775,276,63.6,13.8,2015
48113015204,"Census Tract 152.04, Dallas County, Texas",7087,332,,,11.1,3.7,154,141,8.5,7.5,2015
48113015205,"Census Tract 152.05, Dallas County, Texas",4182,429,,,11.8,3.3,605,211,45,14.9,2015
48113015206,"Census Tract 152.06, Dallas County, Texas",4085,414,,,11.5,2.7,186,207,14.6,14.9,2015
48113015303,"Census Tract 153.03, Dallas County, Texas",2104,327,,,9.9,4.1,288,159,42.9,18.4,2015
48113015304,"Census Tract 153.04, Dallas County, Texas",3785,375,,,6.6,2.7,391,194,32.9,14.8,2015
48113015305,"Census Tract 153.05, Dallas County, Texas",4440,364,,,8.7,2.9,233,159,16.9,11.3,2015
48113015306,"Census Tract 153.06, Dallas County, Texas",5370,274,,,10.3,2.2,132,123,9.1,8.3,2015
48113015401,"Census Tract 154.01, Dallas County, Texas",6856,644,,,14.5,4.7,159,137,11.8,9.8,2015
48113015403,"Census Tract 154.03, Dallas County, Texas",3357,262,,,13.9,3.8,329,186,33.4,16,2015
48113015404,"Census Tract 154.04, Dallas County, Texas",4424,614,,,10.6,3.2,794,345,46.4,17.1,2015
48113015500,"Census Tract 155, Dallas County, Texas",3540,375,,,10.7,3.2,471,235,39.2,18.4,2015
48113015600,"Census Tract 156, Dallas County, Texas",5271,629,,,12.5,3.7,408,241,29,13.3,2015
48113015700,"Census Tract 157, Dallas County, Texas",2836,345,,,10.1,3,391,179,43.5,16.2,2015
48113015800,"Census Tract 158, Dallas County, Texas",2317,289,,,11.2,3.2,346,185,46.4,20.1,2015
48113015900,"Census Tract 159, Dallas County, Texas",4175,450,,,11.4,3.4,607,280,42.6,17,2015
48113016001,"Census Tract 160.01, Dallas County, Texas",4870,477,,,10,3.9,374,243,27.5,14.4,2015
48113016002,"Census Tract 160.02, Dallas County, Texas",2886,287,,,11,2.6,330,142,38.6,13.3,2015
48113016100,"Census Tract 161, Dallas County, Texas",3339,353,,,5.5,2.7,380,251,41.5,20.2,2015
48113016201,"Census Tract 162.01, Dallas County, Texas",4880,509,,,12,3.1,522,242,32.3,13.3,2015
48113016202,"Census Tract 162.02, Dallas County, Texas",8090,883,,,12.5,2.9,745,304,33,13.3,2015
48113016301,"Census Tract 163.01, Dallas County, Texas",6785,540,,,10.7,2.8,543,225,26.1,9.6,2015
48113016302,"Census Tract 163.02, Dallas County, Texas",2107,178,,,14.6,5,166,129,28.4,22.2,2015
48113016401,"Census Tract 164.01, Dallas County, Texas",10471,825,,,11.2,2.8,241,200,8.1,6.7,2015
48113016406,"Census Tract 164.06, Dallas County, Texas",4878,432,,,7.6,3,410,212,27.1,13.2,2015
48113016407,"Census Tract 164.07, Dallas County, Texas",7485,645,,,7.9,2.4,1037,453,40.7,13.2,2015
48113016408,"Census Tract 164.08, Dallas County, Texas",6932,451,,,8.7,3.3,345,252,18.9,12.3,2015
48113016409,"Census Tract 164.09, Dallas County, Texas",3644,203,,,12,5.1,34,38,4.9,5.5,2015
48113016410,"Census Tract 164.10, Dallas County, Texas",5411,473,,,8.2,2.6,208,205,12.3,11.4,2015
48113016411,"Census Tract 164.11, Dallas County, Texas",8479,764,,,4.3,1.9,467,277,17.4,10.3,2015
48113016412,"Census Tract 164.12, Dallas County, Texas",4480,290,,,5.5,2.3,9,14,0.7,1.1,2015
48113016413,"Census Tract 164.13, Dallas County, Texas",6655,602,,,10,3.3,129,159,7.8,9.4,2015
48113016502,"Census Tract 165.02, Dallas County, Texas",7060,495,,,8.3,4,651,408,29.9,15.8,2015
48113016509,"Census Tract 165.09, Dallas County, Texas",6012,465,,,11.3,3.1,181,125,11.8,8.2,2015
48113016510,"Census Tract 165.10, Dallas County, Texas",12834,726,,,7.8,2.3,405,281,10.4,7,2015
48113016511,"Census Tract 165.11, Dallas County, Texas",4048,382,,,7.4,3.5,532,284,37.2,18.5,2015
48113016513,"Census Tract 165.13, Dallas County, Texas",5293,329,,,12.5,2.5,118,85,13.8,9.9,2015
48113016514,"Census Tract 165.14, Dallas County, Texas",7180,542,,,7.5,2.7,274,236,12.5,10.2,2015
48113016516,"Census Tract 165.16, Dallas County, Texas",5749,458,,,7.4,2.7,319,238,17.4,12,2015
48113016517,"Census Tract 165.17, Dallas County, Texas",4287,374,,,8.7,2.4,317,177,28.9,15.7,2015
48113016518,"Census Tract 165.18, Dallas County, Texas",5019,434,,,5.1,2.3,475,274,28.3,15.1,2015
48113016519,"Census Tract 165.19, Dallas County, Texas",2604,167,,,7.3,2,55,78,8.9,12.7,2015
48113016520,"Census Tract 165.20, Dallas County, Texas",7656,1122,,,14.1,8.6,640,362,25.2,12.4,2015
48113016521,"Census Tract 165.21, Dallas County, Texas",5709,484,,,25,7.9,461,256,31,13.9,2015
48113016522,"Census Tract 165.22, Dallas County, Texas",3391,465,,,14.4,4.1,137,148,20.6,18,2015
48113016523,"Census Tract 165.23, Dallas County, Texas",4559,408,,,6.7,2,16,25,1.5,2.5,2015
48113016605,"Census Tract 166.05, Dallas County, Texas",7766,787,,,11.6,2.8,1465,725,61.8,18.1,2015
48113016606,"Census Tract 166.06, Dallas County, Texas",7059,895,,,7.8,3,202,207,14.4,13.6,2015
48113016607,"Census Tract 166.07, Dallas County, Texas",3599,387,,,22.5,6.1,308,134,33.5,13,2015
48113016610,"Census Tract 166.10, Dallas County, Texas",4493,437,,,8.6,2.5,424,226,38,15.8,2015
48113016611,"Census Tract 166.11, Dallas County, Texas",5994,679,,,6.9,4.2,473,427,33.9,22.4,2015
48113016612,"Census Tract 166.12, Dallas County, Texas",14115,1085,,,7.2,2.1,17,33,0.4,0.8,2015
48113016615,"Census Tract 166.15, Dallas County, Texas",3949,260,,,11.5,2.6,179,124,16.4,11.5,2015
48113016616,"Census Tract 166.16, Dallas County, Texas",6111,474,,,8.4,2.7,399,248,19.5,11.5,2015
48113016617,"Census Tract 166.17, Dallas County, Texas",4478,521,,,7.8,2.7,28,33,3.2,4.1,2015
48113016618,"Census Tract 166.18, Dallas County, Texas",4779,399,,,8.3,2.4,165,136,15.2,11.9,2015
48113016619,"Census Tract 166.19, Dallas County, Texas",3515,360,,,9.2,4,171,147,21.6,16.7,2015
48113016620,"Census Tract 166.20, Dallas County, Texas",5381,483,,,8.3,3,222,158,20.1,12.7,2015
48113016621,"Census Tract 166.21, Dallas County, Texas",5144,468,,,13,3.6,458,229,29.5,13.3,2015
48113016622,"Census Tract 166.22, Dallas County, Texas",4251,454,,,7.1,3.4,83,72,5.4,4.7,2015
48113016623,"Census Tract 166.23, Dallas County, Texas",6145,485,,,8.6,3.1,230,186,11.9,9.2,2015
48113016624,"Census Tract 166.24, Dallas County, Texas",3085,267,,,5.3,2,60,56,6.6,6,2015
48113016625,"Census Tract 166.25, Dallas County, Texas",9920,664,,,10.3,3.7,417,286,13.3,8.8,2015
48113016626,"Census Tract 166.26, Dallas County, Texas",5191,600,,,8.5,3.3,721,348,43.1,18.2,2015
48113016701,"Census Tract 167.01, Dallas County, Texas",6741,835,,,7.3,3.4,710,495,37.9,21.7,2015
48113016703,"Census Tract 167.03, Dallas County, Texas",11086,746,,,8,2.5,1146,421,30.3,10.7,2015
48113016704,"Census Tract 167.04, Dallas County, Texas",4157,398,,,12.1,3.1,323,175,25.8,12.5,2015
48113016705,"Census Tract 167.05, Dallas County, Texas",7157,705,,,9.2,3.7,612,307,29.1,16.3,2015
48113016802,"Census Tract 168.02, Dallas County, Texas",3586,343,,,14,3.6,45,56,5,6.1,2015
48113016803,"Census Tract 168.03, Dallas County, Texas",5677,764,,,4.9,3.9,555,436,30.4,21.6,2015
48113016804,"Census Tract 168.04, Dallas County, Texas",8642,776,,,14.5,3.2,257,259,10.7,10.8,2015
48113016902,"Census Tract 169.02, Dallas County, Texas",5946,150,,,9.1,1.9,491,179,37.3,12.6,2015
48113016903,"Census Tract 169.03, Dallas County, Texas",5220,426,,,10.6,2.6,764,296,51.3,15.9,2015
48113017001,"Census Tract 170.01, Dallas County, Texas",9018,766,,,4.5,2.1,452,334,23.4,14.6,2015
48113017003,"Census Tract 170.03, Dallas County, Texas",10056,661,,,5.7,2.3,816,383,24.6,10.3,2015
48113017004,"Census Tract 170.04, Dallas County, Texas",8852,1094,,,10.8,3.3,1846,716,51.4,15.6,2015
48113017101,"Census Tract 171.01, Dallas County, Texas",5051,568,,,6.7,2.8,321,172,20.1,11.2,2015
48113017102,"Census Tract 171.02, Dallas County, Texas",5128,599,,,13,4.7,355,173,22.3,10.5,2015
48113017201,"Census Tract 172.01, Dallas County, Texas",5651,541,,,11.2,2.4,937,340,44.6,14,2015
48113017202,"Census Tract 172.02, Dallas County, Texas",8656,645,,,11.9,2.6,877,309,27.2,9.8,2015
48113017301,"Census Tract 173.01, Dallas County, Texas",6124,466,,,12.4,3.1,307,212,13.5,9.1,2015
48113017303,"Census Tract 173.03, Dallas County, Texas",7485,813,,,7.9,2.3,576,394,26.3,14.5,2015
48113017304,"Census Tract 173.04, Dallas County, Texas",10660,938,,,9.6,2.2,488,509,14.6,13.8,2015
48113017305,"Census Tract 173.05, Dallas County, Texas",10173,610,,,8.2,2.4,453,301,13.7,8.7,2015
48113017306,"Census Tract 173.06, Dallas County, Texas",8133,776,,,9.3,2.5,565,334,20.2,11.5,2015
48113017400,"Census Tract 174, Dallas County, Texas",5579,472,,,8.9,3.3,649,343,39.2,18,2015
48113017500,"Census Tract 175, Dallas County, Texas",3709,495,,,6.7,2.5,369,230,40.5,18.9,2015
48113017602,"Census Tract 176.02, Dallas County, Texas",4080,441,,,5.9,4,562,255,42.3,17.9,2015
48113017604,"Census Tract 176.04, Dallas County, Texas",3485,341,,,13.4,3.8,247,132,20.3,10.8,2015
48113017605,"Census Tract 176.05, Dallas County, Texas",4128,415,,,14.9,4,505,194,33.8,12.3,2015
48113017606,"Census Tract 176.06, Dallas County, Texas",4784,511,,,14.2,3.9,304,221,18.3,13.6,2015
48113017702,"Census Tract 177.02, Dallas County, Texas",8033,760,,,10.4,3.2,642,368,27.6,16.1,2015
48113017703,"Census Tract 177.03, Dallas County, Texas",4806,403,,,12,3.9,687,170,43.6,10.7,2015
48113017704,"Census Tract 177.04, Dallas County, Texas",5805,582,,,7.1,2.1,612,237,34.7,11.9,2015
48113017804,"Census Tract 178.04, Dallas County, Texas",6691,760,,,13,3.4,735,308,42.1,16.4,2015
48113017805,"Census Tract 178.05, Dallas County, Texas",5527,556,,,7.6,3.5,543,330,31.9,15.7,2015
48113017806,"Census Tract 178.06, Dallas County, Texas",4789,355,,,8.5,2.7,536,240,35.7,14.7,2015
48113017807,"Census Tract 178.07, Dallas County, Texas",6583,592,,,10.6,3.8,319,254,15.4,13,2015
48113017808,"Census Tract 178.08, Dallas County, Texas",4498,266,,,9.4,3.5,91,86,8.7,8,2015
48113017811,"Census Tract 178.11, Dallas County, Texas",4300,381,,,8.8,2.2,141,120,16.2,13.6,2015
48113017812,"Census Tract 178.12, Dallas County, Texas",2164,212,,,7.1,3.4,71,61,13.9,12.3,2015
48113017813,"Census Tract 178.13, Dallas County, Texas",6532,641,,,8.6,3.3,186,157,11.6,9.2,2015
48113017814,"Census Tract 178.14, Dallas County, Texas",5845,469,,,9.3,2.7,244,189,15.4,11.5,2015
48113017900,"Census Tract 179, Dallas County, Texas",5029,599,,,9.3,1.8,494,290,25.8,13.8,2015
48113018001,"Census Tract 180.01, Dallas County, Texas",6365,665,,,11.8,3.9,147,121,7.9,6.4,2015
48113018002,"Census Tract 180.02, Dallas County, Texas",3448,341,,,9.5,3.7,257,185,24.5,14.9,2015
48113018104,"Census Tract 181.04, Dallas County, Texas",7101,454,,,10.1,3.3,59,93,3.2,5.2,2015
48113018105,"Census Tract 181.05, Dallas County, Texas",6404,502,,,13.3,3.3,622,255,30.2,11.3,2015
48113018110,"Census Tract 181.10, Dallas County, Texas",4744,405,,,6.4,3.3,83,93,14,13.9,2015
48113018111,"Census Tract 181.11, Dallas County, Texas",6782,793,,,9,3.1,683,297,29.7,13.2,2015
48113018118,"Census Tract 181.18, Dallas County, Texas",8038,540,,,8.6,3.3,95,91,4.5,4.1,2015
48113018120,"Census Tract 181.20, Dallas County, Texas",5148,443,,,7.1,2.9,154,137,10.2,9.1,2015
48113018121,"Census Tract 181.21, Dallas County, Texas",5769,319,,,9.8,2.2,327,198,18.9,11.2,2015
48113018122,"Census Tract 181.22, Dallas County, Texas",14070,663,,,9.8,3,488,508,13.1,13.4,2015
48113018123,"Census Tract 181.23, Dallas County, Texas",7886,817,,,8.4,2.6,126,114,6.9,6.6,2015
48113018124,"Census Tract 181.24, Dallas County, Texas",17680,731,,,7.9,1.8,210,247,3.9,4.7,2015
48113018126,"Census Tract 181.26, Dallas County, Texas",7335,802,,,10.5,2.7,81,76,3.7,3.7,2015
48113018127,"Census Tract 181.27, Dallas County, Texas",3369,267,,,8.8,2.3,145,77,13,7.2,2015
48113018128,"Census Tract 181.28, Dallas County, Texas",5963,466,,,9.9,2.2,338,159,20.5,9,2015
48113018129,"Census Tract 181.29, Dallas County, Texas",4132,484,,,7.3,2.7,192,219,21.9,20.7,2015
48113018130,"Census Tract 181.30, Dallas County, Texas",4147,354,,,13.8,4.5,276,172,24.4,14,2015
48113018132,"Census Tract 181.32, Dallas County, Texas",5697,316,,,7.2,1.9,455,247,30.8,13.3,2015
48113018133,"Census Tract 181.33, Dallas County, Texas",3616,257,,,8.9,3.4,83,104,12.4,15.3,2015
48113018134,"Census Tract 181.34, Dallas County, Texas",5653,372,,,9.4,2.5,40,37,2.7,2.5,2015
48113018135,"Census Tract 181.35, Dallas County, Texas",3968,618,,,11.7,4.1,97,136,10.2,13.5,2015
48113018136,"Census Tract 181.36, Dallas County, Texas",7800,536,,,11,2.4,84,86,5.9,6.3,2015
48113018137,"Census Tract 181.37, Dallas County, Texas",3724,328,,,8.2,4.7,56,50,5.9,5.3,2015
48113018138,"Census Tract 181.38, Dallas County, Texas",5050,606,,,17.7,4.8,164,133,12.9,10.5,2015
48113018139,"Census Tract 181.39, Dallas County, Texas",7498,624,,,13.6,3.2,440,407,23.2,18.9,2015
48113018140,"Census Tract 181.40, Dallas County, Texas",5417,331,,,9.7,2.7,208,229,16.7,18.1,2015
48113018141,"Census Tract 181.41, Dallas County, Texas",3758,558,,,8.5,2.9,439,247,37.9,19.4,2015
48113018142,"Census Tract 181.42, Dallas County, Texas",3333,286,,,11.7,5.2,138,187,14.2,18.9,2015
48113018203,"Census Tract 182.03, Dallas County, Texas",6506,510,,,9.6,2.9,355,215,16.8,9.8,2015
48113018204,"Census Tract 182.04, Dallas County, Texas",4675,476,,,8.9,2.9,569,235,30.1,12.5,2015
48113018205,"Census Tract 182.05, Dallas County, Texas",4585,350,,,8.8,2.9,194,140,13.2,9.2,2015
48113018206,"Census Tract 182.06, Dallas County, Texas",4824,320,,,11,3.3,667,244,39.6,13,2015
48113018300,"Census Tract 183, Dallas County, Texas",6556,800,,,10.4,3.6,302,230,17.2,13.4,2015
48113018401,"Census Tract 184.01, Dallas County, Texas",5316,493,,,7.1,2.7,983,345,51.8,14.2,2015
48113018402,"Census Tract 184.02, Dallas County, Texas",4361,478,,,6.3,3.2,336,249,28.6,17.3,2015
48113018403,"Census Tract 184.03, Dallas County, Texas",1059,153,,,7.1,3.9,112,80,31.2,20.5,2015
48113018501,"Census Tract 185.01, Dallas County, Texas",4050,436,,,12.4,3.7,591,276,40.8,19.8,2015
48113018503,"Census Tract 185.03, Dallas County, Texas",5967,676,,,13,4.7,936,333,52.9,14.5,2015
48113018505,"Census Tract 185.05, Dallas County, Texas",4044,418,,,15.1,4.3,361,202,29.3,17.2,2015
48113018506,"Census Tract 185.06, Dallas County, Texas",3614,521,,,15.9,4.7,374,212,36.7,19.5,2015
48113018600,"Census Tract 186, Dallas County, Texas",3690,381,,,10.9,2.9,284,241,28,22.4,2015
48113018700,"Census Tract 187, Dallas County, Texas",6597,751,,,13.8,2.7,843,336,37.3,13.6,2015
48113018801,"Census Tract 188.01, Dallas County, Texas",4742,480,,,10.8,4.9,737,323,48.4,16.5,2015
48113018802,"Census Tract 188.02, Dallas County, Texas",1048,165,,,11.5,4.6,113,71,49.1,21.1,2015
48113018900,"Census Tract 189, Dallas County, Texas",6201,559,,,9,2.3,475,243,26.3,12.1,2015
48113019004,"Census Tract 190.04, Dallas County, Texas",7119,755,,,11.3,3.3,331,250,19.5,13.8,2015
48113019013,"Census Tract 190.13, Dallas County, Texas",6129,580,,,11.1,3.1,1299,355,54.1,11.6,2015
48113019014,"Census Tract 190.14, Dallas County, Texas",7818,928,,,13.4,3.3,1758,737,61.1,15,2015
48113019016,"Census Tract 190.16, Dallas County, Texas",3219,439,,,14.2,5.6,597,276,66,16.4,2015
48113019018,"Census Tract 190.18, Dallas County, Texas",5399,584,,,8.2,4,580,319,37.2,17.1,2015
48113019019,"Census Tract 190.19, Dallas County, Texas",7207,800,,,11.6,3.1,1036,423,44.8,13.5,2015
48113019020,"Census Tract 190.20, Dallas County, Texas",4915,431,,,6.6,3.2,172,201,19.4,20,2015
48113019021,"Census Tract 190.21, Dallas County, Texas",7383,711,,,12.3,3.7,954,459,42.7,18.3,2015
48113019023,"Census Tract 190.23, Dallas County, Texas",4862,437,,,10.5,5,32,52,3.5,5.6,2015
48113019024,"Census Tract 190.24, Dallas County, Texas",4340,401,,,10.5,2.7,293,222,34,21.1,2015
48113019025,"Census Tract 190.25, Dallas County, Texas",4956,294,,,9.2,2.6,75,94,7.3,9,2015
48113019026,"Census Tract 190.26, Dallas County, Texas",5277,387,,,6,2.3,228,182,23.3,17.1,2015
48113019027,"Census Tract 190.27, Dallas County, Texas",5250,472,,,9,3.1,199,159,14.4,11.4,2015
48113019028,"Census Tract 190.28, Dallas County, Texas",3570,359,,,9.8,3.4,121,97,14.3,11.8,2015
48113019029,"Census Tract 190.29, Dallas County, Texas",5605,440,,,4.9,2.2,493,243,32.7,14.9,2015
48113019031,"Census Tract 190.31, Dallas County, Texas",5981,332,,,9.7,3.7,97,86,8.2,8.1,2015
48113019032,"Census Tract 190.32, Dallas County, Texas",4137,346,,,10,2.8,296,171,24.5,11.5,2015
48113019033,"Census Tract 190.33, Dallas County, Texas",4773,508,,,12.1,3,716,326,47.3,17.1,2015
48113019034,"Census Tract 190.34, Dallas County, Texas",4403,394,,,11.8,3.4,228,115,21.5,10.8,2015
48113019035,"Census Tract 190.35, Dallas County, Texas",5337,542,,,10.8,3.1,814,312,52.4,14.5,2015
48113019036,"Census Tract 190.36, Dallas County, Texas",2896,242,,,6.8,2.9,35,33,6.2,6.3,2015
48113019037,"Census Tract 190.37, Dallas County, Texas",3679,235,,,6.6,2.4,59,43,6.7,4.7,2015
48113019038,"Census Tract 190.38, Dallas County, Texas",925,191,,,9.4,5,13,43,100,88.4,2015
48113019039,"Census Tract 190.39, Dallas County, Texas",5628,876,,,8.2,4,149,166,14.9,13.4,2015
48113019040,"Census Tract 190.40, Dallas County, Texas",6210,731,,,5.7,2.4,182,129,10.6,8.5,2015
48113019041,"Census Tract 190.41, Dallas County, Texas",2892,172,,,4.6,2.3,26,37,4.8,7,2015
48113019042,"Census Tract 190.42, Dallas County, Texas",5099,335,,,8.2,4,31,38,3.1,3.9,2015
48113019043,"Census Tract 190.43, Dallas County, Texas",7616,535,,,7.6,2.4,24,28,1.6,1.9,2015
48113019100,"Census Tract 191, Dallas County, Texas",6106,447,,,11.3,3.3,171,113,14.2,10,2015
48113019202,"Census Tract 192.02, Dallas County, Texas",5102,467,,,8.7,3.1,644,307,43.6,17,2015
48113019203,"Census Tract 192.03, Dallas County, Texas",3895,230,,,6.3,2.6,181,127,22,15.2,2015
48113019204,"Census Tract 192.04, Dallas County, Texas",9656,991,,,14.3,4.3,507,465,18.5,15,2015
48113019205,"Census Tract 192.05, Dallas County, Texas",3599,225,,,3.4,1.8,0,13,0,4.5,2015
48113019206,"Census Tract 192.06, Dallas County, Texas",6400,502,,,28.5,6.3,0,18,0,4.6,2015
48113019208,"Census Tract 192.08, Dallas County, Texas",6756,578,,,11.8,2.2,1352,430,52,11.6,2015
48113019210,"Census Tract 192.10, Dallas County, Texas",4001,228,,,6,2.1,16,16,1.7,1.7,2015
48113019211,"Census Tract 192.11, Dallas County, Texas",5490,507,,,9.5,3.3,113,145,9.9,12.4,2015
48113019212,"Census Tract 192.12, Dallas County, Texas",4328,447,,,10.2,2.7,1382,363,70.3,11.8,2015
48113019213,"Census Tract 192.13, Dallas County, Texas",3189,381,,,6.6,3.4,626,262,73.6,16.4,2015
48113019301,"Census Tract 193.01, Dallas County, Texas",3037,196,,,6.1,1.9,18,29,1.8,2.9,2015
48113019302,"Census Tract 193.02, Dallas County, Texas",5182,330,,,55.3,3.7,0,18,0,4.5,2015
48113019400,"Census Tract 194, Dallas County, Texas",4073,272,,,12,4.6,97,80,7.6,6.2,2015
48113019501,"Census Tract 195.01, Dallas County, Texas",7274,369,,,3.2,1.5,22,35,0.8,1.3,2015
48113019502,"Census Tract 195.02, Dallas County, Texas",4535,321,,,5.5,2.1,33,31,2.2,2.1,2015
48113019600,"Census Tract 196, Dallas County, Texas",2251,142,,,5.1,2.1,19,22,3.5,3.9,2015
48113019700,"Census Tract 197, Dallas County, Texas",1740,144,,,4.9,2.6,13,13,3.3,3.2,2015
48113019800,"Census Tract 198, Dallas County, Texas",4925,203,,,3.4,1.5,71,89,5.1,6.2,2015
48113019900,"Census Tract 199, Dallas County, Texas",4284,35,,,8.5,2.3,548,217,37.2,12.6,2015
48113020000,"Census Tract 200, Dallas County, Texas",4471,322,,,5.2,2.1,51,82,3.4,5.5,2015
48113020100,"Census Tract 201, Dallas County, Texas",2460,271,,,7.3,2.3,170,92,22.7,11.1,2015
48113020200,"Census Tract 202, Dallas County, Texas",3996,415,,,8.9,3.9,458,222,58.9,21.6,2015
48113020300,"Census Tract 203, Dallas County, Texas",2095,251,,,7.3,3.9,67,50,25,19.5,2015
